Plan ID,Plan Scores,Run-0,Run-1,Run-2,Run-3,Run-4
0,0.0,9,8,7,12,9
1,0.0,5,3,9,6,7
2,0.0,7,4,3,3,4
3,0.0,3,6,9,6,7
4,0.0,8,7,9,4,7
5,0.0,10,9,4,8,7
6,0.0,5,7,4,8,9
7,0.0,4,5,7,4,7
8,0.0,8,6,7,9,5
9,0.0,7,7,4,6,5
10,0.0,7,7,5,5,8
11,0.0,5,9,5,11,8
12,0.0,6,8,7,7,11
13,0.0,8,8,10,7,11
14,0.0,9,8,6,6,5
15,0.0,5,4,5,2,3
16,0.0,14,11,12,9,5
17,0.0,6,1,4,4,2
18,0.0,7,6,9,11,8
19,0.0,4,4,5,4,6
20,0.0,6,4,4,2,4
21,0.0,10,8,4,9,8
22,0.0,7,7,8,7,6
23,0.0,2,3,6,6,5
24,0.0,7,10,11,9,6
25,0.0,6,8,6,4,2
26,0.0,7,11,11,9,12
27,0.0,7,10,6,8,5
28,0.0,5,7,6,6,9
29,0.0,6,4,7,8,9
