Unfairness weight,Local cost weight,Global cost weight
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996
0.0,0.8,0.19999999999999996

